CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
580811fa95269f3ecd4f22d176e079d36093573680b6ef66fa341e687a15b5da,51,Female,2,116.48,Month-to-Month,Fiber Optic,232.96,Yes,Yes
bfa7634640c53da7cb5e9c39031128c4e583399f936896f27f999f1d58d7b37e,36,Female,31,78.23,Month-to-Month,Fiber Optic,2425.13,Yes,Yes
b8aed072d29403ece56ae9641638ddd50d420f950bde0eefc092ee8879554141,34,Female,2,73.96,One-Year,,147.92,No,Yes
52f11620e397f867b7d9f19e48caeb64658356a6b5d17138c00dd9feaf5d7ad6,49,Male,31,66.17,One-Year,Fiber Optic,2051.27,Yes,No
61a229bae1e90331edd986b6bbbe617f7035de88a5bf7c018c3add6c762a6e8d,42,Female,6,43.83,Month-to-Month,,262.98,No,Yes
2811745d7b8d8874f6e653d176cefdd19e05e920ce389b9b7e83e5b2dfa546c7,52,Male,41,81.53,Month-to-Month,DSL,3342.73,Yes,Yes
38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,49,Female,57,54.93,One-Year,Fiber Optic,3131.01,Yes,No
d6061bbee6cf13bd73765faaea7cdd0af1323e4b125342ac346047f7c4bda1fc,44,Male,3,112.92,One-Year,,338.76,No,Yes
7045d16ae7f043ec25774a0a85d6f479e5bb019e9c5a1584bc76736d116b8f33,36,Male,12,82.49,Month-to-Month,Fiber Optic,989.88,Yes,Yes
2397346b45823e070f6fc72ac94c0a999d234c472479f0e26b30cdf5942db854,29,Male,79,83.36,One-Year,,6585.44,No,Yes
70260742c2952154c84e2ea9f68b1a7397f49b6d343da1ed284093c0bd72c742,40,Male,13,61.94,Month-to-Month,DSL,805.22,No,Yes
eb3be230bbd2844b1f5d8f2e4fab9ffba8ab22cfeeb69c4c1361993ba4f377b9,53,Female,39,34.68,Month-to-Month,Fiber Optic,1352.52,Yes,Yes
684fe39f03758de6a882ae61fa62312b67e5b1e665928cbf3dc3d8f4f53e3562,47,Male,17,32.86,One-Year,Fiber Optic,558.62,Yes,No
7559ca4a957c8c82ba04781cd66a68d6022229fca0e8e88d8e487c96ee4446d0,32,Male,9,68.1,One-Year,,612.9,No,Yes
1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,46,Male,6,37.61,Month-to-Month,DSL,225.66,Yes,Yes
b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,48,Male,4,84.62,One-Year,,338.48,No,Yes
8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,36,Male,28,109.29,One-Year,Fiber Optic,3060.1200000000003,Yes,Yes
a4e00d7e6aa82111575438c5e5d3e63269d4c475c718b2389f6d02932c47f8a6,46,Male,9,109.46,One-Year,DSL,985.14,Yes,Yes
5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,45,Female,14,89.31,One-Year,Fiber Optic,1250.34,No,Yes
27badc983df1780b60c2b3fa9d3a19a00e46aac798451f0febdca52920faaddf,33,Female,13,49.01,One-Year,Fiber Optic,637.13,Yes,No
43974ed74066b207c30ffd0fed5146762e6c60745ac977004bc14507c7c42b50,48,Female,17,107.67,Month-to-Month,Fiber Optic,1830.39,Yes,Yes
c17edaae86e4016a583e098582f6dbf3eccade8ef83747df9ba617ded9d31309,50,Male,40,109.75,Month-to-Month,,4390.0,No,Yes
4621c1d55fa4e86ce0dae4288302641baac86dd53f76227c892df9d300682d41,55,Male,78,47.7,Month-to-Month,Fiber Optic,3720.6,Yes,Yes
fc56dbc6d4652b315b86b71c8d688c1ccdea9c5f1fd07763d2659fde2e2fc49a,55,Female,10,96.37,Month-to-Month,Fiber Optic,963.7,No,Yes
f8809aff4d69bece79dabe35be0c708b890d7eafb841f121330667b77d2e2590,31,Female,35,55.79,One-Year,Fiber Optic,1952.65,Yes,No
5cf4e26bd3d87da5e03f80a43a64f1220a1f4ba9e1d6348caea83c06353c3f39,35,Male,28,102.24,One-Year,DSL,2862.72,Yes,Yes
968076be2e38cf897d4d6cea3faca9c037e1a4e3b4b7744fb2533e07751bd30a,50,Male,17,119.75,Month-to-Month,DSL,2035.75,Yes,Yes
8df66f64b57424391d363fd6b811fed3c430c77597da265025728bd637bad804,50,Male,62,32.7,Month-to-Month,Fiber Optic,2027.4,Yes,Yes
83f814f7a92e365cbd79f9addceed185761a8d38a06a2d4350bb1fe4b7632b34,50,Male,4,110.76,Month-to-Month,Fiber Optic,443.04,Yes,Yes
d29d53701d3c859e29e1b90028eec1ca8e2f29439198b6e036c60951fb458aa1,83,Male,2,86.04,Month-to-Month,DSL,172.08,No,Yes
093434a3ee9e0a010bb2c2aae06c2614dd24894062a1caf26718a01e175569b8,50,Female,38,117.6,One-Year,Fiber Optic,4468.8,No,Yes
fa2b7af0a811b9acde602aacb78e3638e8506dfead5fe6c3425b10b526f94bdd,56,Female,11,71.85,Month-to-Month,Fiber Optic,790.3499999999999,No,Yes
d48ff4b2f68a10fd7c86f185a6ccede0dc0f2c48538d697cb33b6ada3f1e85db,54,Female,37,106.26,One-Year,DSL,3931.62,No,Yes
802b906a18591ead8a6dd809b262ace4c65c16e89764c40ae326cfcff811e10c,51,Female,44,35.62,Two-Year,Fiber Optic,1567.28,Yes,No
d86580a57f7bf542e85202283cb845953c9d28f80a8e651db08b2fc0b2d6a731,41,Female,1,60.18,Month-to-Month,DSL,60.18,Yes,Yes
0f4121d0ef1df4c86854c7ebb47ae1c93de8aec8f944035eeaa6495dd71a0678,52,Female,42,36.03,Month-to-Month,,1513.26,No,Yes
16badfc6202cb3f8889e0f2779b19218af4cbb736e56acadce8148aba9a7a9f8,37,Female,11,117.78,Month-to-Month,,1295.58,No,Yes
5966abd0cbfc86f98a186531b2b4ee5f6e910120ce13222f98207203dfc9a9a2,42,Male,14,103.53,One-Year,,1449.42,No,Yes
314f04b30f62e0056bd059354a5536fb2e302107eed143b5fa2aa0bbba07f608,40,Male,19,106.73,One-Year,DSL,2027.87,Yes,Yes
36790ecd55c2030dc553685bef719df653f413a20cdad1bfd1dc934c76686ddd,45,Male,52,114.42,Month-to-Month,,5949.84,No,Yes
67e9c3acebb154a282f326d4ff1951cd1f342e58e74d562b556b517da5e56132,68,Female,0,37.66,One-Year,,0.0,No,Yes
9b871512327c09ce91dd649b3f96a63b7408ef267c8cc5710114e629730cb61f,26,Female,12,64.7,Two-Year,,776.4000000000001,No,Yes
56f4da26ed956730309fa1488611ee0f13b0ac95ebb1bc9b5d210e31ff70e79c,51,Male,23,36.39,Month-to-Month,DSL,836.97,No,Yes
84a5092e4a5b6fe968fd523fb2fc917dbffae44105f82b6b94c8ed5b9a800223,28,Female,25,48.97,Month-to-Month,Fiber Optic,1224.25,Yes,Yes
0e6523810856a138a75dec70a9cf3778a5c70b83ac915f22c33f05db97cb3e68,40,Male,23,50.64,Two-Year,,1164.72,No,Yes
8f1f64db81c40ea10e1e9080c9ae60a7acb8925968c431ee16784dea9841c66f,55,Female,2,72.22,One-Year,Fiber Optic,144.44,Yes,Yes
dfe62e836a0a6f2633422230c81287700a56e2639652c73f264e6562220c207a,45,Male,7,54.17,Two-Year,Fiber Optic,379.19,No,Yes
9d693eeee1d1899cbc50b6d45df953d3835acf28ee869879b45565fccc814765,34,Male,8,39.09,One-Year,Fiber Optic,312.72,Yes,Yes
08490295488a1189099751ebeddb5992313dd2a831e07a92e66d196ddc261777,37,Female,32,45.07,Two-Year,Fiber Optic,1442.24,Yes,No
a0eaec5a55dc2f5b2ba523018adc485ff620b9d83509b9f37186a7716e438d21,51,Male,6,43.25,Month-to-Month,DSL,259.5,No,Yes
138d9e809e386a7b800791d1f664f56d1c55f3d1ba411b950862729bc486c5ce,37,Male,4,117.58,One-Year,Fiber Optic,470.32,Yes,Yes
835d5e8314340ab852a2f979ab4cd53e994dbe38366afb6eed84fe4957b980c8,47,Male,63,98.34,Two-Year,DSL,6195.42,No,Yes
c0509a487a18b003ba05e505419ebb63e57a29158073e381f57160b5c5b86426,45,Female,0,117.1,One-Year,Fiber Optic,0.0,Yes,Yes
114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,38,Female,122,69.58,Month-to-Month,DSL,8488.76,No,Yes
0a2d643bfd24a028cd236e76575d828424ccffbfa47392bd09d8ca9dc85e2f8d,66,Male,22,55.05,Month-to-Month,Fiber Optic,1211.1,Yes,Yes
9a049b03f6fc40bfcf2f136320359257ed4af8513f71aa6fef47f17059bbae23,51,Female,35,101.85,Month-to-Month,DSL,3564.75,No,Yes
f0bc318fb8965cad8d73d578cd03c63b7987dc6a79b906aada091e1b6a13443f,24,Female,6,59.36,Month-to-Month,Fiber Optic,356.16,No,Yes
8ae4c23b80d1e7c8ff79e515fe791ebd68190bae842dda7af193db125f700452,46,Male,0,56.94,Month-to-Month,,0.0,No,Yes
79bf08685d3138f9b109c3546780f056bc954fd69377b84a2cf23622e464897b,38,Male,26,50.93,One-Year,DSL,1324.18,Yes,No
6af1f692e9496c6d0b668316eccb93276ae6b6774fa728aac31ff40a38318760,53,Male,35,41.67,One-Year,DSL,1458.45,Yes,No
749fc650cacb0f06547520d53c31505c8156e0a3be07073eddb2ef3ad9e383ba,37,Male,26,53.08,Month-to-Month,DSL,1380.08,Yes,Yes
14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,43,Female,3,61.98,One-Year,,185.94,No,Yes
72440a20f54075ac43f51a2cf0dbb2a14366b38a5c01b110ae174abc1cb44238,50,Male,28,90.66,Month-to-Month,Fiber Optic,2538.48,Yes,Yes
82c01ce15b431d420eb6a1febfba7d7a2b69e5bcdcb929cb42cd3e9179d43fc4,53,Female,29,35.63,Month-to-Month,Fiber Optic,1033.27,Yes,Yes
011af72a910ac4acf367eef9e6b761e0980842c30d4e9809840f4141d5163ede,32,Female,21,48.95,Month-to-Month,DSL,1027.95,Yes,Yes
37c20f19f3272b5ccc3a5d80587eb9deb3f4afcf568c4280fb195568da8eb1a2,41,Male,29,102.81,One-Year,Fiber Optic,2981.49,No,Yes
396f804443825586c1283a27fdcadf74abb82008bcd9b260a30912a26563f27d,40,Female,37,43.22,Month-to-Month,,1599.14,No,Yes
766cb53c753baedac5dc782593e04694b3bae3aed057ac2ff98cc1aef6413137,38,Male,19,60.84,Month-to-Month,,1155.96,No,Yes
9f484139a27415ae2e8612bf6c65a8101a18eb5e9b7809e74ca63a45a65f17f4,62,Female,1,107.82,Month-to-Month,Fiber Optic,107.82,Yes,Yes
1e472b39b105d349bcd069c4a711b44a2fffb8e274714bb07ecfff69a9a7f67b,49,Female,13,43.94,Two-Year,DSL,571.22,Yes,No
c75d3f1f5bcd6914d0331ce5ec17c0db8f2070a2d4285f8e3ff11c6ca19168ff,32,Female,1,37.45,Month-to-Month,DSL,37.45,Yes,Yes
d6e5a20b30f87216b2c758f5e7a23c437dbc3dfa1ccb177c474de152bb0ef731,54,Female,10,73.61,One-Year,DSL,736.1,Yes,Yes
e7866fdc6672f827c76f6124ca3eeaff44aff8b7caf4ee1469b2ab887e7e7875,66,Male,10,57.22,One-Year,DSL,572.2,Yes,Yes
9512d95d00d61bdec03d2b99d6ecc455ee5644ae52d10e7c4a61c93062dc97a3,55,Female,1,80.71,One-Year,DSL,80.71,Yes,Yes
9556b82499cc0aaf86aee7f0d253e17c61b7ef73d48a295f37d98f08b04ffa7f,29,Female,8,102.34,Two-Year,DSL,818.72,Yes,Yes
51e8ea280b44e16934d4d611901f3d3afc41789840acdff81942c2f65009cd52,40,Female,2,42.34,Month-to-Month,Fiber Optic,84.68,Yes,Yes
4c970004b0678d439f177e77d3cabdb7e9a44df770948ddc2467cbc76b7211c3,57,Female,33,82.26,Month-to-Month,,2714.5800000000004,No,Yes
a30f4ef42176d28f0e2293533c5f532e9c9c5696c68813b35315d17edc44f6b1,37,Female,59,75.5,Two-Year,Fiber Optic,4454.5,Yes,No
7c252ab334fb8fd88e8242c4972c21db9c7ce0b47c9acc4ebfe40c14614cb734,49,Male,1,42.97,Month-to-Month,,42.97,No,Yes
39bb88f40d3aa2b2fe9dea67be27c74765db0ebb3ff3cf8fb779af6319fa2045,52,Male,62,86.16,One-Year,,5341.92,No,Yes
e888a676e1926d0c08b5f11fb9116df58b62604b05846f39f8d6fc4dd0ba31f1,35,Female,14,54.63,One-Year,DSL,764.82,Yes,No
9e6a72557ada15d02001f024f43f06edc4a31437e0e1bb3eeac36ca2d0c4fda7,44,Male,7,73.91,One-Year,,517.37,No,Yes
4be84111a613654b362415e563cb7607df7b203b5d303802a8a546061bbc7847,12,Female,1,37.4,Two-Year,DSL,37.4,No,Yes
bba58959c32abe688d9cb5222b97de973002a67c412d6a8c8d2a79ac692f32b7,34,Female,13,71.36,Two-Year,Fiber Optic,927.68,No,Yes
768b84ef05f655d57fe22d488451f075365f6cd18a13073466aa826cc0ebdbfb,42,Male,31,57.58,One-Year,Fiber Optic,1784.98,Yes,No
ea5b27556fbb134def2c2fbf944d9cdda3dbdb6b10473a1aec59f6f170c4ca3a,32,Male,24,104.01,Month-to-Month,,2496.24,No,Yes
8acc23987b8960d83c44541f9f0eb46454cea080ea94d916f56fccf033db866f,61,Female,1,35.13,Two-Year,DSL,35.13,Yes,Yes
8b496bf96bbcc9e5ac11c068b6cfb00c32f9d163bb8a3d5af107217499de997a,30,Male,1,67.67,Month-to-Month,DSL,67.67,Yes,Yes
f747870ae666c39b589f577856a0f7198b3b81269cb0326de86d8046f2cf72db,40,Female,10,71.26,Month-to-Month,,712.6,No,Yes
d8d1790737d57ac4fe91a2c0a28087c0a97c81f5dc6b19d5e4aec20c08bb95ae,46,Male,6,95.25,Two-Year,DSL,571.5,Yes,Yes
3635a91e3da857f7847f68185a116a5260d2593f3913f6b1b66cc2d75b0d6ec0,59,Female,5,81.69,Month-to-Month,Fiber Optic,408.45,Yes,Yes
1c6c0bb2c7ecdc3be8e134f79b9de45155258c1f554ae7542dce48f5cc8d63f0,30,Male,6,90.05,Month-to-Month,,540.3,No,Yes
303c8bd55875dda240897db158acf70afe4226f300757f3518b86e6817c00022,56,Female,32,99.93,Month-to-Month,,3197.76,No,Yes
718127812c05853f0bec61582a4a3840b1c844fe11fe1a004b5b7eb8b8b59846,45,Male,52,107.6,Two-Year,,5595.2,No,Yes
3a1dfb05d7257530e6349233688c3e121945c5de50f1273a7620537755d61e45,35,Female,10,58.25,One-Year,,582.5,No,Yes
c76b405781134be1dab7fe45adfb8c32104805a01de7b863e1004b66d56edf9f,49,Male,47,78.42,One-Year,DSL,3685.74,Yes,No
27d719c754aacd492a6dc8a1b76619355abcf5ef473cbec02018d3c57ebbf0d5,46,Female,7,105.61,Month-to-Month,,739.27,No,Yes
ee62de25ccc2b55d3a0495244b246fb97055b6f1c2697d837b8e94976c03756f,38,Female,12,119.05,One-Year,Fiber Optic,1428.6,No,Yes
efd96aedf377e20afd95285a7c751a864260bd6a149656a4040c5b7757bdbbb6,45,Male,5,110.06,One-Year,Fiber Optic,550.3,Yes,Yes
7f0a22117f8fe0172cf9209ff622b64a51aaeda21d58b5b62685a93dbe2dad25,41,Male,20,63.43,Month-to-Month,DSL,1268.6,No,Yes
71a1c003a2b855d85582c8f6c7648c49d3fe836408a7e1b5d9b222448acb3c1b,46,Male,77,47.56,Month-to-Month,Fiber Optic,3662.12,No,Yes
27e1615212f3c6ea846ed6c412df1361ce97f006ee20bb5aa2483a3b61d5cadd,51,Female,18,74.05,Month-to-Month,,1332.9,No,Yes
e0850a775c17a87060c0cf6efad1020e0cbef5a44ba942bef6add5776598de53,60,Female,8,96.75,Two-Year,,774.0,No,Yes
1e68ed4e3d58a51096a7feea3947f40debf1fd9246ec977eb62ab93c81823ad9,32,Female,20,74.33,One-Year,Fiber Optic,1486.6,Yes,No
a0d177b4967a6d99f4ff117defe1c0d23d4e78ca4630febcb948ee9e4520eff3,66,Male,2,73.49,Two-Year,DSL,146.98,No,Yes
00328ce57bbc14b33bd6695bc8eb32cdf2fb5f3a7d89ec14a42825e15d39df60,25,Male,43,105.44,Month-to-Month,Fiber Optic,4533.92,No,Yes
d7cdaa5ca0582076c8e772cce739e32c5077cfd24f2ea33f04bb754594989a56,43,Female,13,62.53,One-Year,,812.89,No,Yes
23c657f2efda7731a3c1990b25f318fa2eb1332208f97ab9cc2a7eac70ab5a76,50,Female,11,107.38,One-Year,,1181.1799999999998,No,Yes
af180e4359fc6179dc953abdcbdcaf7c146b53e1bee2b335e50dead11ccefa07,47,Female,17,66.61,One-Year,Fiber Optic,1132.37,Yes,No
09895de0407bcb0386733daa14bdb5dfa544505530c634334a05a60f161b71fc,38,Male,19,59.54,Two-Year,DSL,1131.26,Yes,No
33512007840ced1bb0aab68f47cb5f702abd494a15f26bcbe26a1e47af03d841,42,Female,1,70.86,Month-to-Month,Fiber Optic,70.86,Yes,Yes
6db6eb4af1e18ab81d3878e44672185d60ca8c988c9e2f7783de220735534c33,40,Male,22,98.62,Month-to-Month,Fiber Optic,2169.6400000000003,Yes,Yes
7cb676d57114874e00c536916e6dcad2a5d3cb8c9a5abc06335df359cd9a6ef9,39,Male,5,41.34,One-Year,,206.7,No,Yes
2cfc8ccbd7c0b17615323b41e815651ff2ae9ffae45a4599c0499b98ff940429,53,Female,25,47.68,One-Year,Fiber Optic,1192.0,No,Yes
9cfd3c755be26b4e1645918e2a64a26e3d851ede421e0b257f783b443bc443d1,48,Female,34,115.63,One-Year,Fiber Optic,3931.42,Yes,Yes
a0f8b2c4cb1ac82abdb37f0fe5203b97be556c4468c83bba18684d620fd8eaf9,38,Female,32,45.79,Month-to-Month,Fiber Optic,1465.28,Yes,Yes
4c15f47afe7f817fd559e12ddbc276f4930c5822f2049088d6f6605bec7cea56,53,Male,16,81.1,One-Year,DSL,1297.6,Yes,No
76ebdb6d45c61ca12e622118cc90939ade672adf7890aa2b246405d4884dd75a,48,Male,14,82.14,Month-to-Month,,1149.96,No,Yes
308831041ea4863c3f87d222c31f759411898c874a9006b4bd6c745858b8f3bd,53,Female,3,74.07,Month-to-Month,Fiber Optic,222.21,No,Yes
983bd614bb5afece5ab3b6023f71147cd7b6bc2314f9d27af7422541c6558389,51,Female,29,88.03,One-Year,Fiber Optic,2552.87,Yes,No
c3ea99f86b2f8a74ef4145bb245155ff5f91cd856f287523481c15a1959d5fd1,36,Male,6,50.68,One-Year,Fiber Optic,304.08,Yes,Yes
f32828acecb4282c87eaa554d2e1db74e418cd6845843012463a3324028bdd9d,39,Male,13,79.74,Month-to-Month,Fiber Optic,1036.62,Yes,Yes
8bd9c0d453533757387ed019c45617cdc440ba680a67b1a101c85b998ef715c0,52,Male,6,63.5,Month-to-Month,Fiber Optic,381.0,No,Yes
d874e4e4a5df21173b0f83e313151f813bea4f488686efe670ae47f87c177595,51,Female,2,89.55,Month-to-Month,,179.1,No,Yes
090d3859ff6840b2280f4708cf08cdaed873d967183a4d1deedc1a7964a21eee,44,Male,19,42.71,Month-to-Month,DSL,811.49,Yes,Yes
38b83caefa1ef26940f1d07bd4ec94c60809b0f88f2118e82ef8ec2d98938a84,46,Male,1,81.38,One-Year,Fiber Optic,81.38,Yes,Yes
6d976934be74941fba578b143ba964eded443d10384e3f3d62a1ba7b4d339df8,57,Male,27,46.67,Two-Year,DSL,1260.09,Yes,No
48a1706eca5ee6148f748ca91a0f7db6ebcf59943532044a7bf60bbe44e5b1d2,39,Male,7,55.08,Month-to-Month,Fiber Optic,385.56,No,Yes
43c727ee4fc7250574d2ef90cfa16626388a10e1b30d36ece1c272953ad2ed9e,50,Male,0,49.68,One-Year,DSL,0.0,Yes,Yes
226f76b55acb49701e06ded1d95165d179458f6fc37f5c6fc760ae30dec1c378,42,Female,14,46.46,Two-Year,Fiber Optic,650.44,Yes,No
20e9c64c05a54d199610fb7e38135361324b5ed5dcf39c23afe9b48926c07376,42,Male,0,104.31,Two-Year,,0.0,No,Yes
865736a1c30a82dc67aba820360a01b1d9d0da5643234cd07c4d60b06eb530c5,55,Female,6,55.71,Month-to-Month,,334.26,No,Yes
8efbbe9bc19ad2e043c6cdb187c0a0fedde70b6458443ce0b5648ec04ccf4cdf,53,Male,24,113.44,Two-Year,Fiber Optic,2722.56,No,Yes
748064be03a08df81e31bd6f9e7e7c4cc9f84b4401b9a3c6e85b7ff816d3ba68,53,Female,1,117.29,Month-to-Month,Fiber Optic,117.29,Yes,Yes
377adeb4cd4096adc7ca64b533938cffc6294a9b3534f883b2336a26252cda9a,58,Female,36,81.41,Month-to-Month,DSL,2930.76,No,Yes
7a20311cf7a4b222d436424480bc65dd0f9d2cefcbbb1fa148ca0d7e1d5bb55a,45,Female,0,42.87,Month-to-Month,Fiber Optic,0.0,No,Yes
8d1ede4f889e0ed6f0823d8c1821905b9de37a0f851dc270df0dbf72b3c93641,51,Female,5,63.71,Month-to-Month,,318.55,No,Yes
aae02129362d611717b6c00ad8d73bf820a0f6d88fca8e515cafe78d3a335965,41,Male,27,101.8,Month-to-Month,DSL,2748.6,Yes,Yes
156091ee0884f36de9836d58b6f05f357ec6ef0620c571577ac61f7beac35f8e,48,Male,7,63.07,Month-to-Month,Fiber Optic,441.49,Yes,Yes
88820462180e5c893eff2ed73f4ec33e205d1cd5acc4d17fa7b2bca2495d3448,43,Female,2,37.83,Month-to-Month,,75.66,No,Yes
8d23cf6c86e834a7aa6eded54c26ce2bb2e74903538c61bdd5d2197997ab2f72,45,Female,8,80.11,Two-Year,,640.88,No,Yes
f10d91a7596bf5a6773579ff1306afdc363b0be08602c768907c09261cad3a56,50,Female,6,106.06,Two-Year,DSL,636.36,Yes,Yes
3949ac1596ec77106a709a618bf5adcb19b77537ce8bcbdf54ff830169cdd084,36,Female,36,101.63,Month-to-Month,Fiber Optic,3658.68,Yes,Yes
1038e0b72d98745fac0fb015fd9c56704862adf11392936242a2ff5a65629f50,65,Female,7,45.76,Two-Year,DSL,320.32,No,Yes
9e11c362bc3d3572970b973d5cd86c073da358b6f9bceaa3be65d1a6487f8819,34,Male,31,90.55,Two-Year,DSL,2807.05,Yes,No
a4e987d17584557e2fbed011cddf66dc5185338bc3ef33d4226f86c32b7364dd,32,Male,44,49.85,One-Year,,2193.4,No,Yes
02cca3803b564ede11ccf9f303c9910b39c532061e7a8c3b773169bc3d3c140b,56,Female,11,49.64,Month-to-Month,,546.04,No,Yes
2452984f72ef1195df62ab3f23748777dbf39767229425f1bfd0862d476e5840,52,Female,48,108.67,One-Year,,5216.16,No,Yes
0791963ca2667a23cf3268ad25d7bb6ca0ed287b192869703cdbcf0e87934c33,51,Male,9,52.47,Two-Year,DSL,472.23,No,Yes
5426d2ca50f244fb43fe9eafc82da08f33f3b4f8d9140802bd0102e780b629d6,51,Female,66,53.69,One-Year,,3543.54,No,Yes
0bba869d7f392cbcaca6b8935ddc7fc3a8c50846d884959333fb7da475957511,44,Male,1,30.06,Month-to-Month,Fiber Optic,30.06,No,Yes
7104741a92e73eb6c5d69cd04cf0afbe50a8796a010d8fa25daaf79e5e173bf3,36,Female,23,108.36,One-Year,Fiber Optic,2492.28,Yes,Yes
556d7dc3a115356350f1f9910b1af1ab0e312d4b3e4fc788d2da63668f36d017,45,Male,13,101.33,One-Year,Fiber Optic,1317.29,Yes,Yes
058d5d43bf485bf78dda1ed4eaf8b78e3106f3c6364c625ead2cc3aeb1908237,38,Male,9,86.46,One-Year,DSL,778.14,Yes,Yes
7acc684a848a9b954959fdd22493f48cf44eed028275b6b9999c7cade8956fc7,54,Female,20,97.52,Month-to-Month,,1950.4,No,Yes
eaa0689a095d4394a05fb51b84b0175a47f68221261377e4829444cbfcae23ca,43,Male,24,43.68,Month-to-Month,Fiber Optic,1048.32,Yes,Yes
8ede6b26343305e05c3c0029f4e830d4e8c2016869a9d1cd97b100b2a16dfd1c,36,Female,0,71.25,Two-Year,DSL,0.0,Yes,Yes
5d8f6cce532a7aeb57196be62344095936793400b3aeb3580d248b17d5518a86,41,Female,3,61.61,Two-Year,DSL,184.83,Yes,Yes
fc95ce176603e9e1d1ffee39023b31dd856e00ad030526902604ed2a68a12c4b,49,Female,24,38.44,Month-to-Month,DSL,922.56,Yes,Yes
9644294ac4ffb3091eef01219b3fe4fe467f05890cc56af961dce68fddbb7704,39,Male,21,73.75,Two-Year,DSL,1548.75,Yes,No
524b2d27a1e7fbc3a1614fa661e2dcad68462352feeb8bf633deaccfb8aa84f3,36,Male,67,112.87,Month-to-Month,Fiber Optic,7562.29,No,Yes
023849c38925e2af028a2eb4e1dc41afd7dc7a238195c1c2ae00438d1dae00e1,47,Male,28,33.61,One-Year,,941.08,No,Yes
3c15285c04fff40024bb8714b93e58178bf8d3bebe6943178e1c5412957b7aa1,47,Female,60,56.23,One-Year,DSL,3373.8,Yes,No
02e6295d8f522840f09b5194b3f023799ad6ed3306d9296005787e792224df20,39,Female,24,48.68,Two-Year,DSL,1168.32,Yes,No
da70dfa4d9f95ac979f921e8e623358236313f334afcd06cddf8a5621cf6a1e9,40,Female,7,51.43,Two-Year,Fiber Optic,360.01,No,Yes
6aac0cf87a32e631536122c3f2f9a2df215f56f28792a43a8658b0593f2e5255,47,Female,2,111.76,Month-to-Month,,223.52,No,Yes
2289b221b39605c3494e7290856218e931c00af556cf7a07827108193b276511,30,Female,30,72.13,Two-Year,Fiber Optic,2163.9,Yes,No
06b2d82840e43ed8432b3f444de18b57dbe60637c99379c708aa8e66de83dbc1,30,Female,20,71.97,Month-to-Month,Fiber Optic,1439.4,No,Yes
72ba187b05e705de2dced5824d716a71872dedccf21f0c179bd2d5f2c7c974b1,37,Male,0,98.45,One-Year,Fiber Optic,0.0,Yes,Yes
deeeb5df3f2cee6bf4e597a8a3a878a6ce49b932b9e90b416922d4499f54fae6,42,Female,8,43.9,One-Year,DSL,351.2,Yes,Yes
04a8708c3a481ced13845a30de522486895de0592222c29326d9139ec2b9df25,48,Male,62,73.85,One-Year,DSL,4578.7,No,Yes
9a72c24f2fd76561729110d804c69f38a7088f2ec41fdf8fbfea20d07e8bcff8,59,Female,13,68.7,Month-to-Month,,893.1,No,Yes
459535faa370a3b5f8b87203b089623c7aeb9325abf241ec8a685b9c325047a3,53,Female,11,83.72,Two-Year,Fiber Optic,920.92,Yes,Yes
09a1b036b82baba3177d83c27c1f7d0beacaac6de1c5fdcc9680c49f638c5fb9,43,Female,12,119.96,Month-to-Month,Fiber Optic,1439.52,No,Yes
355d8c0ee4e5698eaed38b96aab64dbf0ad72eca3e352183be6e957e9d9230a7,44,Male,4,99.25,Month-to-Month,,397.0,No,Yes
03a3d955b8799a90f1ff5a39479fde8e618f8ca3282d5b187186f2cf361abd32,34,Male,9,65.81,One-Year,Fiber Optic,592.29,No,Yes
2ab0ce7632a611e907a40710ff46da13c5ba832f5a402c6f51e15f53d6e8fa0e,44,Male,9,104.48,Month-to-Month,DSL,940.32,Yes,Yes
62a0eae98b9fc0bd0ad941ae07ae5e2af545a64c8ddc43407bdfe6ae82addb4c,42,Male,1,45.36,Two-Year,Fiber Optic,45.36,Yes,Yes
9197e4844abed2fea3569a2acf7b0d584c979c333ab7ae10ba6c339898776f5a,48,Male,29,32.74,Month-to-Month,DSL,949.46,Yes,Yes
838f461c2fa673cec73e6eecdafa88b127802d6cb0a61c53175197a122cb645a,36,Female,10,48.4,Month-to-Month,DSL,484.0,Yes,Yes
73daa9289ddd08a53ba86f065ddb07bf915aba208bec652e999613d2a8444228,50,Female,34,60.64,Two-Year,Fiber Optic,2061.76,Yes,No
3963317a2b410e5357f4d839787aedb9ceef495514fe5cd91f846ab3a59621e0,60,Male,37,75.95,One-Year,,2810.15,No,Yes
